,[OVERALL] Throughput(ops/sec),[TOTAL_GCS_G1_Young_Generation] Count,[TOTAL_GC_TIME_G1_Young_Generation] Time(ms),[TOTAL_GC_TIME_%_G1_Young_Generation] Time(%),[TOTAL_GCS_G1_Old_Generation] Count,[TOTAL_GC_TIME_G1_Old_Generation] Time(ms),[TOTAL_GC_TIME_%_G1_Old_Generation] Time(%),[TOTAL_GCs] Count,[TOTAL_GC_TIME] Time(ms),[TOTAL_GC_TIME_%] Time(%),[READ] Operations,[READ] AverageLatency(us),[READ] MinLatency(us),[READ] MaxLatency(us),[READ] 95thPercentileLatency(us),[READ] 99thPercentileLatency(us),[READ] Return=OK,[CLEANUP] Operations,[CLEANUP] AverageLatency(us),[CLEANUP] MinLatency(us),[CLEANUP] MaxLatency(us),[CLEANUP] 95thPercentileLatency(us),[CLEANUP] 99thPercentileLatency(us),[UPDATE] Operations,[UPDATE] AverageLatency(us),[UPDATE] MinLatency(us),[UPDATE] MaxLatency(us),[UPDATE] 95thPercentileLatency(us),[UPDATE] 99thPercentileLatency(us),[UPDATE] Return=OK,database,num_nodes,i,read_proportion,write_proportion,id,[OVERALL] RunTime(ms)
0,399.616368286445,2.0,22.0,0.0879156010230179,0.0,0.0,0.0,2.0,22.0,0.0879156010230179,4955.0,1903.541271442987,860.0,142847.0,3561.0,5699.0,4955.0,1.0,5718.0,5716.0,5719.0,5719.0,5719.0,5045.0,2334.448364717542,1069.0,457727.0,4143.0,6731.0,5045.0,mongodb,7,0,0.5,0.5,0-0.5-0.5-7-mongodb,
1,438.7504387504388,2.0,19.0,0.0833625833625833,0.0,0.0,0.0,2.0,19.0,0.0833625833625833,978.0,2030.5368098159508,987.0,31759.0,3553.0,5447.0,978.0,1.0,5806.0,5804.0,5807.0,5807.0,5807.0,9022.0,2167.991132786522,1119.0,147199.0,3629.0,6175.0,9022.0,mongodb,5,8,0.1,0.9,8-0.1-0.9-5-mongodb,
2,444.5037116059919,2.0,17.0,0.0755656309730186,0.0,0.0,0.0,2.0,17.0,0.0755656309730186,1005.0,1954.0189054726368,1171.0,33023.0,2719.0,3591.0,1005.0,1.0,8748.0,8744.0,8751.0,8751.0,8751.0,8995.0,2141.6468037798777,1224.0,115967.0,2925.0,3869.0,8995.0,mongodb,7,4,0.1,0.9,4-0.1-0.9-7-mongodb,
3,444.9586188484471,2.0,22.0,0.0978908961466583,0.0,0.0,0.0,2.0,22.0,0.0978908961466583,1033.0,1950.139399806389,1099.0,32863.0,2645.0,3557.0,1033.0,1.0,6726.0,6724.0,6727.0,6727.0,6727.0,8967.0,2147.514887922382,1149.0,119423.0,2945.0,3891.0,8967.0,mongodb,7,2,0.1,0.9,2-0.1-0.9-7-mongodb,
4,445.275625612254,2.0,18.0,0.0801496126102057,0.0,0.0,0.0,2.0,18.0,0.0801496126102057,998.0,1963.813627254509,1111.0,30351.0,2775.0,3789.0,998.0,1.0,6854.0,6852.0,6855.0,6855.0,6855.0,9002.0,2153.2485003332595,1194.0,178815.0,2985.0,4011.0,9002.0,mongodb,7,9,0.1,0.9,9-0.1-0.9-7-mongodb,
5,447.56747079622255,2.0,18.0,0.08056214474332,0.0,0.0,0.0,2.0,18.0,0.08056214474332,1020.0,1965.308823529412,1110.0,30159.0,2691.0,3825.0,1020.0,1.0,6562.0,6560.0,6563.0,6563.0,6563.0,8980.0,2131.355456570156,1128.0,152703.0,2975.0,4011.0,8980.0,mongodb,7,5,0.1,0.9,5-0.1-0.9-7-mongodb,
6,448.1089801039613,2.0,15.0,0.0672163470155941,0.0,0.0,0.0,2.0,15.0,0.0672163470155941,1012.0,2076.304347826087,1091.0,142975.0,3119.0,4963.0,1012.0,1.0,6274.0,6272.0,6275.0,6275.0,6275.0,8988.0,2109.031375166889,1135.0,31503.0,3399.0,4603.0,8988.0,mongodb,5,0,0.1,0.9,0-0.1-0.9-5-mongodb,
7,452.1408871004205,2.0,17.0,0.0768639508070714,0.0,0.0,0.0,2.0,17.0,0.0768639508070714,1051.0,1982.6489058039965,1174.0,32511.0,2779.0,3975.0,1051.0,1.0,6082.0,6080.0,6083.0,6083.0,6083.0,8949.0,2108.2049390993407,1180.0,132863.0,2921.0,3915.0,8949.0,mongodb,7,7,0.1,0.9,7-0.1-0.9-7-mongodb,
8,452.2022248349462,2.0,16.0,0.0723523559735913,0.0,0.0,0.0,2.0,16.0,0.0723523559735913,973.0,1970.9794450154163,1010.0,33247.0,2837.0,4159.0,973.0,1.0,5738.0,5736.0,5739.0,5739.0,5739.0,9027.0,2113.23629112662,1224.0,178943.0,2931.0,3865.0,9027.0,mongodb,7,6,0.1,0.9,6-0.1-0.9-7-mongodb,
9,454.9590536851683,2.0,18.0,0.0818926296633303,0.0,0.0,0.0,2.0,18.0,0.0818926296633303,985.0,1901.077157360406,962.0,33599.0,2927.0,3911.0,985.0,1.0,5890.0,5888.0,5891.0,5891.0,5891.0,9015.0,2098.6708818635607,1142.0,200703.0,3321.0,4519.0,9015.0,mongodb,5,6,0.1,0.9,6-0.1-0.9-5-mongodb,
10,456.41259698767686,2.0,18.0,0.0821542674577818,0.0,0.0,0.0,2.0,18.0,0.0821542674577818,1020.0,1950.743137254902,949.0,31231.0,3187.0,4675.0,1020.0,1.0,5086.0,5084.0,5087.0,5087.0,5087.0,8980.0,2072.870712694877,1160.0,132735.0,3251.0,4439.0,8980.0,mongodb,5,4,0.1,0.9,4-0.1-0.9-5-mongodb,
11,457.4146921599122,2.0,16.0,0.0731863507455859,0.0,0.0,0.0,2.0,16.0,0.0731863507455859,993.0,1893.1742195367572,1143.0,24703.0,2507.0,3539.0,993.0,1.0,6298.0,6296.0,6299.0,6299.0,6299.0,9007.0,2096.0277561896305,1071.0,128511.0,2831.0,3709.0,9007.0,mongodb,7,1,0.1,0.9,1-0.1-0.9-7-mongodb,
12,459.0314436538903,2.0,18.0,0.0826256598577002,0.0,0.0,0.0,2.0,18.0,0.0826256598577002,990.0,1910.017171717172,1134.0,30415.0,2609.0,3265.0,990.0,1.0,6906.0,6904.0,6907.0,6907.0,6907.0,9010.0,2082.0394006659267,1136.0,203647.0,2837.0,3623.0,9010.0,mongodb,7,3,0.1,0.9,3-0.1-0.9-7-mongodb,
13,459.411035053062,2.0,26.0,0.1194468691137961,0.0,0.0,0.0,2.0,26.0,0.1194468691137961,971.0,2057.0926879505664,1109.0,154623.0,3167.0,4065.0,971.0,1.0,5550.0,5548.0,5551.0,5551.0,5551.0,9029.0,2053.7969874847718,1122.0,32927.0,3233.0,4291.0,9029.0,mongodb,5,7,0.1,0.9,7-0.1-0.9-5-mongodb,
14,461.2120653076285,2.0,16.0,0.0737939304492205,0.0,0.0,0.0,2.0,16.0,0.0737939304492205,993.0,1893.8882175226584,1064.0,26559.0,2647.0,3543.0,993.0,1.0,5750.0,5748.0,5751.0,5751.0,5751.0,9007.0,2066.327078938604,1180.0,139903.0,2821.0,3621.0,9007.0,mongodb,7,0,0.1,0.9,0-0.1-0.9-7-mongodb,
15,461.7444706099644,2.0,18.0,0.0831140047097936,0.0,0.0,0.0,2.0,18.0,0.0831140047097936,961.0,1904.315296566077,1084.0,24991.0,2673.0,3417.0,961.0,1.0,6774.0,6772.0,6775.0,6775.0,6775.0,9039.0,2073.478703396393,1068.0,124927.0,2835.0,3779.0,9039.0,mongodb,7,8,0.1,0.9,8-0.1-0.9-7-mongodb,
16,465.6794262829468,4.0,22.0,0.1024494737822483,0.0,0.0,0.0,4.0,22.0,0.1024494737822483,1015.0,1889.7152709359607,1069.0,34207.0,3137.0,4699.0,1015.0,1.0,5906.0,5904.0,5907.0,5907.0,5907.0,8985.0,2034.493934335003,1052.0,141695.0,3267.0,4451.0,8985.0,mongodb,5,5,0.1,0.9,5-0.1-0.9-5-mongodb,
17,468.3402023229674,2.0,16.0,0.0749344323716747,0.0,0.0,0.0,2.0,16.0,0.0749344323716747,967.0,1867.6349534643227,992.0,34751.0,2935.0,3651.0,967.0,1.0,8196.0,8192.0,8199.0,8199.0,8199.0,9033.0,2026.9263810472712,1109.0,147839.0,3141.0,4135.0,9033.0,mongodb,5,1,0.1,0.9,1-0.1-0.9-5-mongodb,
18,468.384074941452,2.0,17.0,0.0796252927400468,0.0,0.0,0.0,2.0,17.0,0.0796252927400468,1007.0,1858.8957298907649,1056.0,32351.0,2871.0,3667.0,1007.0,1.0,5402.0,5400.0,5403.0,5403.0,5403.0,8993.0,2035.9144890470368,1089.0,188927.0,3191.0,4171.0,8993.0,mongodb,5,2,0.1,0.9,2-0.1-0.9-5-mongodb,
19,471.63137291892656,2.0,17.0,0.0801773333962175,0.0,0.0,0.0,2.0,17.0,0.0801773333962175,1028.0,1843.4747081712064,961.0,35167.0,2829.0,3781.0,1028.0,1.0,5762.0,5760.0,5763.0,5763.0,5763.0,8972.0,2016.7940258582253,1072.0,146175.0,3173.0,4195.0,8972.0,mongodb,5,3,0.1,0.9,3-0.1-0.9-5-mongodb,
20,480.0998607710404,2.0,16.0,0.0768159777233664,0.0,0.0,0.0,2.0,16.0,0.0768159777233664,1013.0,1821.328726554788,1004.0,36095.0,2841.0,3845.0,1013.0,1.0,5834.0,5832.0,5835.0,5835.0,5835.0,8987.0,1978.6427061310785,1085.0,132735.0,3127.0,3995.0,8987.0,mongodb,3,9,0.1,0.9,9-0.1-0.9-3-mongodb,
21,482.1833261005834,2.0,16.0,0.0771493321760933,0.0,0.0,0.0,2.0,16.0,0.0771493321760933,1017.0,1829.5624385447395,1024.0,34847.0,2909.0,3815.0,1017.0,1.0,5562.0,5560.0,5563.0,5563.0,5563.0,8983.0,1964.9222976733831,1121.0,168191.0,3091.0,4081.0,8983.0,mongodb,3,0,0.1,0.9,0-0.1-0.9-3-mongodb,
22,482.8118964851294,2.0,18.0,0.0869061413673232,0.0,0.0,0.0,2.0,18.0,0.0869061413673232,1045.0,1814.3464114832536,993.0,46047.0,2845.0,3721.0,1045.0,1.0,8484.0,8480.0,8487.0,8487.0,8487.0,8955.0,1965.7763260748184,1038.0,143103.0,3049.0,4075.0,8955.0,mongodb,3,8,0.1,0.9,8-0.1-0.9-3-mongodb,
23,485.50759819391175,2.0,16.0,0.0776812157110258,0.0,0.0,0.0,2.0,16.0,0.0776812157110258,951.0,1861.422712933754,998.0,41887.0,2985.0,4079.0,951.0,1.0,5186.0,5184.0,5187.0,5187.0,5187.0,9049.0,1955.6899104873469,1090.0,151039.0,3043.0,3959.0,9049.0,mongodb,3,5,0.1,0.9,5-0.1-0.9-3-mongodb,
24,486.6890543631674,2.0,20.0,0.0973378108726334,0.0,0.0,0.0,2.0,20.0,0.0973378108726334,1004.0,1820.882470119522,1006.0,33855.0,2945.0,3877.0,1004.0,1.0,5994.0,5992.0,5995.0,5995.0,5995.0,8996.0,1945.5244553134728,1068.0,156927.0,3073.0,4007.0,8996.0,mongodb,3,2,0.1,0.9,2-0.1-0.9-3-mongodb,
25,489.9799108236562,2.0,13.0,0.0636973884070753,0.0,0.0,0.0,2.0,13.0,0.0636973884070753,1019.0,1771.378802747792,994.0,29823.0,2799.0,3865.0,1019.0,1.0,4426.0,4424.0,4427.0,4427.0,4427.0,8981.0,1936.3332591025496,1101.0,111999.0,2965.0,3863.0,8981.0,mongodb,3,7,0.1,0.9,7-0.1-0.9-3-mongodb,
26,491.13501301507785,2.0,16.0,0.0785816020824124,0.0,0.0,0.0,2.0,16.0,0.0785816020824124,1045.0,1828.9693779904303,971.0,41215.0,3075.0,3849.0,1045.0,1.0,5930.0,5928.0,5931.0,5931.0,5931.0,8955.0,1921.3664991624792,1166.0,134783.0,2955.0,3925.0,8955.0,mongodb,3,1,0.1,0.9,1-0.1-0.9-3-mongodb,
27,492.2471080482402,2.0,13.0,0.0639921240462712,0.0,0.0,0.0,2.0,13.0,0.0639921240462712,1004.0,1763.4312749003984,1027.0,35327.0,2815.0,3557.0,1004.0,1.0,5650.0,5648.0,5651.0,5651.0,5651.0,8996.0,1937.345486883059,1138.0,174335.0,3047.0,4009.0,8996.0,mongodb,3,4,0.1,0.9,4-0.1-0.9-3-mongodb,
28,492.3198109491926,2.0,19.0,0.0935407640803465,0.0,0.0,0.0,2.0,19.0,0.0935407640803465,990.0,1786.940404040404,1022.0,45759.0,2671.0,3459.0,990.0,1.0,5978.0,5976.0,5979.0,5979.0,5979.0,9010.0,1930.6334073251944,1092.0,161791.0,3011.0,3959.0,9010.0,mongodb,3,6,0.1,0.9,6-0.1-0.9-3-mongodb,
29,493.7296336526118,2.0,17.0,0.083934037720944,0.0,0.0,0.0,2.0,17.0,0.083934037720944,1001.0,1768.955044955045,978.0,35199.0,2665.0,3795.0,1001.0,1.0,5562.0,5560.0,5563.0,5563.0,5563.0,8999.0,1918.8938770974555,1122.0,158207.0,3009.0,3881.0,8999.0,mongodb,3,3,0.1,0.9,3-0.1-0.9-3-mongodb,
30,503.65147318055904,2.0,17.0,0.085620750440695,0.0,0.0,0.0,2.0,17.0,0.085620750440695,1022.0,1748.150684931507,1056.0,30207.0,2371.0,3037.0,1022.0,1.0,6278.0,6276.0,6279.0,6279.0,6279.0,8978.0,1896.0173758075296,1100.0,135807.0,2479.0,3387.0,8978.0,mongodb,5,9,0.1,0.9,9-0.1-0.9-5-mongodb,
31,529.5768680824021,2.0,21.0,0.1112111422973044,0.0,0.0,0.0,2.0,21.0,0.1112111422973044,5077.0,1588.1368918652747,864.0,26687.0,2327.0,3195.0,5077.0,1.0,5902.0,5900.0,5903.0,5903.0,5903.0,4923.0,1971.609384521633,1126.0,146815.0,2799.0,3673.0,4923.0,mongodb,7,7,0.5,0.5,7-0.5-0.5-7-mongodb,
32,546.448087431694,2.0,19.0,0.1038251366120218,0.0,0.0,0.0,2.0,19.0,0.1038251366120218,4931.0,1539.1821131616305,839.0,29663.0,2535.0,3431.0,4931.0,1.0,6558.0,6556.0,6559.0,6559.0,6559.0,5069.0,1880.8705859143813,1152.0,160511.0,2987.0,3983.0,5069.0,mongodb,5,5,0.5,0.5,5-0.5-0.5-5-mongodb,
33,549.0282200505106,2.0,19.0,0.104315361809597,0.0,0.0,0.0,2.0,19.0,0.104315361809597,4939.0,1532.9773233448066,854.0,30447.0,2585.0,3501.0,4939.0,1.0,6314.0,6312.0,6315.0,6315.0,6315.0,5061.0,1884.453072515313,1093.0,167935.0,2939.0,3885.0,5061.0,mongodb,5,7,0.5,0.5,7-0.5-0.5-5-mongodb,
34,550.3274448296737,2.0,21.0,0.1155687634142314,0.0,0.0,0.0,2.0,21.0,0.1155687634142314,5017.0,1563.9802670918875,865.0,159743.0,2585.0,3527.0,5017.0,1.0,5718.0,5716.0,5719.0,5719.0,5719.0,4983.0,1840.7846678707608,1038.0,24767.0,2915.0,3817.0,4983.0,mongodb,5,9,0.5,0.5,9-0.5-0.5-5-mongodb,
35,552.9750055297501,2.0,17.0,0.0940057509400575,0.0,0.0,0.0,2.0,17.0,0.0940057509400575,4987.0,1517.5305795067177,847.0,28911.0,2177.0,2991.0,4987.0,1.0,6594.0,6592.0,6595.0,6595.0,6595.0,5013.0,1883.802513464991,1185.0,131967.0,2589.0,3415.0,5013.0,mongodb,7,5,0.5,0.5,5-0.5-0.5-7-mongodb,
36,553.1891353653814,2.0,15.0,0.0829783703048072,0.0,0.0,0.0,2.0,15.0,0.0829783703048072,5088.0,1535.9832940251572,872.0,26287.0,2169.0,3057.0,5088.0,1.0,5698.0,5696.0,5699.0,5699.0,5699.0,4912.0,1876.9959283387625,1128.0,132607.0,2535.0,3407.0,4912.0,mongodb,7,2,0.5,0.5,2-0.5-0.5-7-mongodb,
37,553.7098560354374,2.0,17.0,0.0941306755260243,0.0,0.0,0.0,2.0,17.0,0.0941306755260243,4936.0,1537.316247974068,812.0,136703.0,2541.0,3401.0,4936.0,1.0,6030.0,6028.0,6031.0,6031.0,6031.0,5064.0,1848.553712480253,1103.0,27807.0,3005.0,3921.0,5064.0,mongodb,5,1,0.5,0.5,1-0.5-0.5-5-mongodb,
38,556.8548836173293,2.0,14.0,0.0779596837064261,0.0,0.0,0.0,2.0,14.0,0.0779596837064261,5003.0,1527.5910453727763,818.0,134271.0,2407.0,3273.0,5003.0,1.0,6762.0,6760.0,6763.0,6763.0,6763.0,4997.0,1848.6742045227136,1115.0,31551.0,2923.0,3815.0,4997.0,mongodb,5,4,0.5,0.5,4-0.5-0.5-5-mongodb,
39,557.1961887780687,2.0,16.0,0.089151390204491,0.0,0.0,0.0,2.0,16.0,0.089151390204491,5043.0,1541.1187785048585,849.0,131967.0,2525.0,3353.0,5043.0,1.0,5314.0,5312.0,5315.0,5315.0,5315.0,4957.0,1834.7425862416785,1091.0,29359.0,2897.0,3731.0,4957.0,mongodb,5,2,0.5,0.5,2-0.5-0.5-5-mongodb,
40,557.1961887780687,2.0,21.0,0.1170111996433944,0.0,0.0,0.0,2.0,21.0,0.1170111996433944,4990.0,1513.3829659318635,835.0,28271.0,2499.0,3475.0,4990.0,1.0,5402.0,5400.0,5403.0,5403.0,5403.0,5010.0,1841.777045908184,1029.0,142975.0,2849.0,3761.0,5010.0,mongodb,5,6,0.5,0.5,6-0.5-0.5-5-mongodb,
41,558.5968048262764,2.0,19.0,0.1061333929169925,0.0,0.0,0.0,2.0,19.0,0.1061333929169925,5025.0,1529.5399004975125,833.0,126719.0,2473.0,3337.0,5025.0,1.0,4662.0,4660.0,4663.0,4663.0,4663.0,4975.0,1831.156582914573,1117.0,20191.0,2809.0,3827.0,4975.0,mongodb,5,8,0.5,0.5,8-0.5-0.5-5-mongodb,
42,559.0027391134216,2.0,17.0,0.0950304656492816,0.0,0.0,0.0,2.0,17.0,0.0950304656492816,4997.0,1514.4458675205124,870.0,32319.0,2137.0,2763.0,4997.0,1.0,5286.0,5284.0,5287.0,5287.0,5287.0,5003.0,1856.2660403757743,1087.0,140543.0,2463.0,3261.0,5003.0,mongodb,7,4,0.5,0.5,4-0.5-0.5-7-mongodb,
43,559.0027391134216,2.0,18.0,0.1006204930404159,0.0,0.0,0.0,2.0,18.0,0.1006204930404159,5050.0,1538.780594059406,807.0,126655.0,2183.0,3075.0,5050.0,1.0,6282.0,6280.0,6283.0,6283.0,6283.0,4950.0,1827.4620202020203,1118.0,24575.0,2497.0,3321.0,4950.0,mongodb,7,8,0.5,0.5,8-0.5-0.5-7-mongodb,
44,559.0339892665475,2.0,16.0,0.0894454382826475,0.0,0.0,0.0,2.0,16.0,0.0894454382826475,4990.0,1532.271743486974,872.0,120831.0,2077.0,2871.0,4990.0,1.0,5150.0,5148.0,5151.0,5151.0,5151.0,5010.0,1832.2497005988023,1139.0,25647.0,2461.0,3453.0,5010.0,mongodb,7,3,0.5,0.5,3-0.5-0.5-7-mongodb,
45,560.475283040018,2.0,14.0,0.0784665396256025,0.0,0.0,0.0,2.0,14.0,0.0784665396256025,4979.0,1533.811809600321,845.0,131455.0,2149.0,2941.0,4979.0,1.0,5570.0,5568.0,5571.0,5571.0,5571.0,5021.0,1828.322644891456,1152.0,24735.0,2487.0,3367.0,5021.0,mongodb,7,1,0.5,0.5,1-0.5-0.5-7-mongodb,
46,561.5453728661275,2.0,14.0,0.0786163522012578,0.0,0.0,0.0,2.0,14.0,0.0786163522012578,4997.0,1527.3688212927757,819.0,123519.0,2473.0,3353.0,4997.0,1.0,5706.0,5704.0,5707.0,5707.0,5707.0,5003.0,1830.6512092744356,1081.0,31727.0,2883.0,3861.0,5003.0,mongodb,5,0,0.5,0.5,0-0.5-0.5-5-mongodb,
47,561.9556055071649,2.0,17.0,0.095532452936218,0.0,0.0,0.0,2.0,17.0,0.095532452936218,5119.0,1513.1928110959172,836.0,149375.0,2429.0,3285.0,5119.0,1.0,5926.0,5924.0,5927.0,5927.0,5927.0,4881.0,1823.0454824830977,1089.0,26367.0,2885.0,3837.0,4881.0,mongodb,5,3,0.5,0.5,3-0.5-0.5-5-mongodb,
48,566.7970299835629,2.0,22.0,0.1246953465963838,0.0,0.0,0.0,2.0,22.0,0.1246953465963838,5054.0,1496.1984566679855,821.0,26383.0,2083.0,3077.0,5054.0,1.0,5326.0,5324.0,5327.0,5327.0,5327.0,4946.0,1823.0503437120904,1168.0,138879.0,2467.0,3219.0,4946.0,mongodb,7,6,0.5,0.5,6-0.5-0.5-7-mongodb,
49,570.8088361207831,2.0,17.0,0.0970375021405331,0.0,0.0,0.0,2.0,17.0,0.0970375021405331,5055.0,1504.9467853610288,865.0,131583.0,2091.0,2833.0,5055.0,1.0,7050.0,7048.0,7051.0,7051.0,7051.0,4945.0,1799.9957532861476,1075.0,26127.0,2479.0,3335.0,4945.0,mongodb,7,9,0.5,0.5,9-0.5-0.5-7-mongodb,
50,583.4305717619603,2.0,18.0,0.1050175029171528,0.0,0.0,0.0,2.0,18.0,0.1050175029171528,5040.0,1455.2412698412695,772.0,23487.0,2309.0,3059.0,5040.0,1.0,5118.0,5116.0,5119.0,5119.0,5119.0,4960.0,1782.1457661290322,1061.0,116351.0,2691.0,3533.0,4960.0,mongodb,3,8,0.5,0.5,8-0.5-0.5-3-mongodb,
51,585.8917272088119,2.0,14.0,0.0820248418092336,0.0,0.0,0.0,2.0,14.0,0.0820248418092336,5065.0,1457.172951628825,793.0,139903.0,2409.0,3311.0,5065.0,1.0,5266.0,5264.0,5267.0,5267.0,5267.0,4935.0,1738.7096251266464,1028.0,30463.0,2803.0,3719.0,4935.0,mongodb,3,0,0.5,0.5,0-0.5-0.5-3-mongodb,
52,593.1549913992526,2.0,14.0,0.0830416987958953,0.0,0.0,0.0,2.0,14.0,0.0830416987958953,5035.0,1439.4248262164847,825.0,148223.0,2323.0,3183.0,5035.0,1.0,7274.0,7272.0,7275.0,7275.0,7275.0,4965.0,1723.2638469284996,1044.0,28383.0,2701.0,3579.0,4965.0,mongodb,3,9,0.5,0.5,9-0.5-0.5-3-mongodb,
53,634.5580303318739,2.0,14.0,0.0888381242464623,0.0,0.0,0.0,2.0,14.0,0.0888381242464623,5016.0,1318.5,768.0,22623.0,1904.0,2461.0,5016.0,1.0,5110.0,5108.0,5111.0,5111.0,5111.0,4984.0,1637.994181380417,1058.0,129279.0,2253.0,3193.0,4984.0,mongodb,3,1,0.5,0.5,1-0.5-0.5-3-mongodb,
54,640.6560317765392,2.0,14.0,0.0896918444487154,0.0,0.0,0.0,2.0,14.0,0.0896918444487154,4986.0,1311.3345367027678,800.0,25727.0,1895.0,2525.0,4986.0,1.0,5202.0,5200.0,5203.0,5203.0,5203.0,5014.0,1622.9343837255683,1036.0,123647.0,2235.0,2895.0,5014.0,mongodb,3,7,0.5,0.5,7-0.5-0.5-3-mongodb,
55,641.3545407901488,2.0,14.0,0.0897896357106208,0.0,0.0,0.0,2.0,14.0,0.0897896357106208,5036.0,1303.412629070691,746.0,27519.0,1939.0,2601.0,5036.0,1.0,5010.0,5008.0,5011.0,5011.0,5011.0,4964.0,1613.4333199033038,995.0,131967.0,2193.0,2833.0,4964.0,mongodb,3,5,0.5,0.5,5-0.5-0.5-3-mongodb,
56,645.0364445591176,2.0,13.0,0.0838547377926852,0.0,0.0,0.0,2.0,13.0,0.0838547377926852,4991.0,1303.1815267481466,793.0,25103.0,1938.0,2553.0,4991.0,1.0,5086.0,5084.0,5087.0,5087.0,5087.0,5009.0,1606.347374725494,1059.0,122047.0,2251.0,2941.0,5009.0,mongodb,3,6,0.5,0.5,6-0.5-0.5-3-mongodb,
57,648.2141699617554,2.0,16.0,0.1037142671938808,0.0,0.0,0.0,2.0,16.0,0.1037142671938808,5021.0,1322.7110137422824,762.0,129599.0,1873.0,2539.0,5021.0,1.0,5418.0,5416.0,5419.0,5419.0,5419.0,4979.0,1574.008435428801,1046.0,27439.0,2155.0,2921.0,4979.0,mongodb,3,2,0.5,0.5,2-0.5-0.5-3-mongodb,
58,648.3402489626556,2.0,13.0,0.0842842323651452,0.0,0.0,0.0,2.0,13.0,0.0842842323651452,5002.0,1290.816273490604,774.0,26287.0,1824.0,2457.0,5002.0,1.0,5354.0,5352.0,5355.0,5355.0,5355.0,4998.0,1600.6974789915969,1051.0,117439.0,2141.0,2807.0,4998.0,mongodb,3,4,0.5,0.5,4-0.5-0.5-3-mongodb,
59,649.8992656138298,2.0,14.0,0.0909858971859361,0.0,0.0,0.0,2.0,14.0,0.0909858971859361,5002.0,1314.9634146341464,777.0,116607.0,1815.0,2467.0,5002.0,1.0,4978.0,4976.0,4979.0,4979.0,4979.0,4998.0,1568.9605842336937,1019.0,22863.0,2095.0,2805.0,4998.0,mongodb,3,3,0.5,0.5,3-0.5-0.5-3-mongodb,
60,815.5276463872125,3.0,20.0,0.1631055292774425,0.0,0.0,0.0,3.0,20.0,0.1631055292774425,10000.0,1134.4054,585.0,148223.0,1770.0,2357.0,10000.0,1.0,5002.0,5000.0,5003.0,5003.0,5003.0,,,,,,,,mongodb,7,3,1.0,0.0,3-1.0-0.0-7-mongodb,
61,815.7272208173587,3.0,19.0,0.1549881719552981,0.0,0.0,0.0,3.0,19.0,0.1549881719552981,10000.0,1126.1789,600.0,136191.0,1653.0,2379.0,10000.0,1.0,4926.0,4924.0,4927.0,4927.0,4927.0,,,,,,,,mongodb,7,6,1.0,0.0,6-1.0-0.0-7-mongodb,
62,852.0790729379686,3.0,23.0,0.1959781867757328,0.0,0.0,0.0,3.0,23.0,0.1959781867757328,10000.0,1076.4991,615.0,185087.0,1748.0,2823.0,10000.0,1.0,5322.0,5320.0,5323.0,5323.0,5323.0,,,,,,,,mongodb,5,1,1.0,0.0,1-1.0-0.0-5-mongodb,
63,861.5490652192642,3.0,17.0,0.1464633410872749,0.0,0.0,0.0,3.0,17.0,0.1464633410872749,10000.0,1057.0856,607.0,143487.0,1744.0,2661.0,10000.0,1.0,5402.0,5400.0,5403.0,5403.0,5403.0,,,,,,,,mongodb,5,3,1.0,0.0,3-1.0-0.0-5-mongodb,
64,862.5894936599673,3.0,19.0,0.1638920037953938,0.0,0.0,0.0,3.0,19.0,0.1638920037953938,10000.0,1073.984,599.0,168191.0,1628.0,2363.0,10000.0,1.0,4658.0,4656.0,4659.0,4659.0,4659.0,,,,,,,,mongodb,7,0,1.0,0.0,0-1.0-0.0-7-mongodb,
65,862.738331464067,3.0,19.0,0.1639202829781727,0.0,0.0,0.0,3.0,19.0,0.1639202829781727,10000.0,1052.0104,587.0,157951.0,1687.0,2601.0,10000.0,1.0,5794.0,5792.0,5795.0,5795.0,5795.0,,,,,,,,mongodb,5,0,1.0,0.0,0-1.0-0.0-5-mongodb,
66,870.70091423596,3.0,26.0,0.2263822377013496,0.0,0.0,0.0,3.0,26.0,0.2263822377013496,10000.0,1053.6327,595.0,132351.0,1807.0,2757.0,10000.0,1.0,4534.0,4532.0,4535.0,4535.0,4535.0,,,,,,,,mongodb,3,6,1.0,0.0,6-1.0-0.0-3-mongodb,
67,871.8395815170009,3.0,17.0,0.1482127288578901,0.0,0.0,0.0,3.0,17.0,0.1482127288578901,10000.0,1054.7709,637.0,134527.0,1718.0,2591.0,10000.0,1.0,5022.0,5020.0,5023.0,5023.0,5023.0,,,,,,,,mongodb,5,5,1.0,0.0,5-1.0-0.0-5-mongodb,
68,871.8395815170009,3.0,18.0,0.1569311246730601,0.0,0.0,0.0,3.0,18.0,0.1569311246730601,10000.0,1045.2425,527.0,156799.0,1710.0,2685.0,10000.0,1.0,5558.0,5556.0,5559.0,5559.0,5559.0,,,,,,,,mongodb,5,4,1.0,0.0,4-1.0-0.0-5-mongodb,
69,874.8141020033243,3.0,19.0,0.1662146793806316,0.0,0.0,0.0,3.0,19.0,0.1662146793806316,10000.0,1061.0517,595.0,132991.0,1565.0,2169.0,10000.0,1.0,5018.0,5016.0,5019.0,5019.0,5019.0,,,,,,,,mongodb,7,5,1.0,0.0,5-1.0-0.0-7-mongodb,
